index,src,tar
4,10만보다,-
5,저렴한,-
6,와인,-
7,좀,-
8,추천해줘,-
1,타닌이많은,tannic
2,와인,-
3,추천해줘,-
1,달지않게,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,묵직한,bold
5,와인,-
6,있어,-
1,신맛이있는,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,십만원,-
4,화이트와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,드라이,sweet
5,헤비한거로,bold
6,와인,-
7,있어,-
8,,-
1,조금시큼한,acidic
2,3만이하,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,산미,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달달하지만,sweet
6,,-
1,덜단,sweet
2,20만대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,청량,bold
2,느낌을,-
3,주는,-
4,시큼한걸로,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,가볍지않고,bold
4,느낌의,-
5,30만원,-
6,어치,-
7,와인,-
8,추천해줘,-
9,,-
1,살짝스파이시한,tannic
2,드라이한거로,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이있는,tannic
2,이만대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,깔끔한느낌,tannic
2,진한거로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,목넘김이좋은,tannic
2,새콤한,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달달하며,sweet
2,맛에,-
3,무거운거,bold
4,느낌으로,-
5,산미가거의없는,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달달했으면,sweet
4,해비한걸로,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,십오만정도,-
9,,-
1,스위트한걸로,sweet
2,와인,-
3,중에,-
4,산미있는,acidic
5,30000원보다,-
6,저렴한,-
7,와인,-
8,추천해줘,-
9,,-
1,안신거,acidic
2,와인,-
3,중에서,-
4,3만원보다,-
5,비싼,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,청량한,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,무겁지않게,bold
4,느낌을,-
5,주는,-
6,달지않은,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,덜단거로,sweet
4,와인,-
5,중에,-
6,상큼한거로,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,삼만대,-
2,스위트한걸로,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,적당한산도의,acidic
2,와인으로,-
3,풀인거,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,풀인걸로,bold
4,느낌있는,-
5,오십만원쯤,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,시지않은,acidic
7,맛나는,-
8,팔만대,-
9,와인,-
1,당도가있는,sweet
2,맛에,-
3,풀,bold
4,느낌으로,-
5,탄닌이많은,tannic
6,추천해줘,-
7,,-
1,달달하게,sweet
2,맛에,-
3,살짝스파이시한,tannic
4,느낌으로,-
5,산미있는,acidic
6,추천해줘,-
7,,-
1,달지안은,sweet
2,맛에,-
3,4만원보다,-
4,비싼,-
5,느낌으로,-
6,탄닌이있는,tannic
7,추천해줘,-
8,,-
1,스무스하게넘어가는,tannic
2,맛에,-
3,풀인거로,bold
4,느낌으로,-
5,조금시큼하게,acidic
6,추천해줘,-
7,,-
1,상쾌한,bold
2,맛에,-
3,탄닌감이보통인,tannic
4,느낌으로,-
5,40만원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,시었으면,acidic
2,맛에,-
3,쓰지않으며,tannic
4,느낌으로,-
5,10000원보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,달짝지근한,sweet
2,상쾌한거,bold
3,느낌,-
4,있는,-
5,산도없는,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,스위트한거,sweet
2,마실,-
3,때,-
4,헤비,bold
5,느낌,-
6,주는,-
7,8만보다,-
8,저렴한,-
9,의,-
10,레드와인,category
11,와인,-
12,추천,-
13,부탁해,-
1,달콤했으면,sweet
2,레드와인,category
3,와인인데,-
4,상큼한거로,acidic
5,이만원이하,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,셨으면,acidic
5,화이트와인,category
6,와인으로,-
7,안무겁게,bold
8,40만원보다,-
9,저렴한,-
10,추천해줘,-
1,간단하게,-
2,마실,-
3,달콤한거,sweet
4,목,-
5,넘김은,-
6,섬세한,bold
7,느낌으로,-
8,새콤한걸로,acidic
9,2만정도,-
10,와인,-
11,추천해줘,-
12,,-
1,단거로,sweet
2,가벼우며,bold
3,느낌,-
4,있는,-
5,시지않은거,acidic
6,타닌이없는,tannic
7,와인,-
8,있을까,-
1,덜단거로,sweet
2,안무거우며,bold
3,느낌,-
4,있는,-
5,떨떠름한,tannic
6,60000원보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,많이달지않은,sweet
2,거칠지않은,tannic
3,느낌,-
4,있는,-
5,산미가거의없는,acidic
6,사십만원이하,-
7,와인,-
8,있을까,-
1,스파이시한,tannic
2,가볍지않고,bold
3,느낌,-
4,있는,-
5,시큼하고,acidic
6,30만원쯤,-
7,와인,-
8,있을까,-
1,산도있는,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,스위트하며,sweet
6,바디감은,-
7,풀바디,bold
8,추천해줘,-
9,가격은,-
10,50000원대,-
11,,-
1,산미낮은,acidic
2,적당히타닌,tannic
3,느낌의,-
4,당도는,-
5,드라이했으면,sweet
6,바디감은,-
7,라이트한거,bold
8,추천해줘,-
9,가격은,-
10,40만보다,-
11,저렴한,-
12,,-
1,와인,-
2,뭐,-
3,마실까,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,드라이한거로,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,무겁지않은거,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,시지않은걸로,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,400000원보다,-
5,낮은,-
6,와인,-
7,좀,-
8,추천해줘,-
1,스무스한,tannic
2,와인,-
3,추천해줘,-
1,안단걸로,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,끈적,bold
5,와인,-
6,있어,-
1,산미가높은,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,칠만원보다,-
4,비싼,-
5,화이트와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,단맛이있는,sweet
5,묵직,bold
6,와인,-
7,있어,-
8,,-
1,새콤한거,acidic
2,2만원보다,-
3,낮은,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,상큼,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,덜단맛,sweet
6,,-
1,달달했으면,sweet
2,칠만보다,-
3,저렴한,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,상쾌하고,bold
2,느낌을,-
3,주는,-
4,상큼한,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,풀바디였으면,bold
4,느낌의,-
5,10000원쯤의,-
6,와인,-
7,추천해줘,-
8,,-
1,오그라드는,tannic
2,단맛이잘안느껴지는,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,쌉싸래하고,tannic
2,삼십만원보다,-
3,저렴한,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,쌉쓰름한,tannic
2,풀바디로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,목에걸리는,tannic
2,신맛이없는,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안달,sweet
2,맛에,-
3,산뜻하게,bold
4,느낌으로,-
5,셨으면,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,단맛이있는,sweet
4,헤비하게,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,오십만원,-
9,이하,-
10,,-
1,달지않은거로,sweet
2,와인,-
3,중에,-
4,시지않게,acidic
5,80000정도,-
6,와인,-
7,추천해줘,-
8,,-
1,산미가살짝있는,acidic
2,와인,-
3,중에서,-
4,15만원대의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,해비한거로,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,청량한거,bold
4,느낌을,-
5,주는,-
6,달콤하며,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,스위트한,sweet
4,와인,-
5,중에,-
6,시큼한,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,사십만원,-
2,넘어도,-
3,안단거,sweet
4,맛,-
5,좀,-
6,내는,-
7,레드와인,category
8,와인,-
1,산도가높은,acidic
2,와인으로,-
3,무게감있는,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,가볍지않았으면,bold
4,느낌있는,-
5,구만원보다,-
6,낮은,-
7,와인,-
8,레드와인,category
9,로,-
10,추천해줘,-
11,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,시지않은,acidic
7,맛나는,-
8,2만원이하,-
9,와인,-
1,달콤한,sweet
2,맛에,-
3,가볍지않은거로,bold
4,느낌으로,-
5,부드럽지않은,tannic
6,추천해줘,-
7,,-
1,많이달지않은,sweet
2,맛에,-
3,쌉싸래한,tannic
4,느낌으로,-
5,산미가낮은,acidic
6,추천해줘,-
7,,-
1,덜단거,sweet
2,맛에,-
3,40000원쯤의,-
4,느낌으로,-
5,타닌이있는,tannic
6,추천해줘,-
7,,-
1,안떫고,tannic
2,맛에,-
3,진한걸로,bold
4,느낌으로,-
5,산미가보통인,acidic
6,추천해줘,-
7,,-
1,묵직한,bold
2,맛에,-
3,타닌감이없는,tannic
4,느낌으로,-
5,사만원,-
6,어치,-
7,추천해줘,-
8,,-
1,조금시큼한거,acidic
2,맛에,-
3,안쓰고,tannic
4,느낌으로,-
5,20만원,-
6,넘어도,-
7,추천해줘,-
8,,-
1,당도가적당한,sweet
2,풀인거,bold
3,느낌,-
4,있는,-
5,산도가적당함,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,당도없는,sweet
2,마실,-
3,때,-
4,안무거운거,bold
5,느낌,-
6,주는,-
7,10000원이하,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,적당히달은,sweet
2,화이트와인,category
3,와인인데,-
4,덜신걸로,acidic
5,십오만원대의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,조금시큼한걸로,acidic
5,화이트와인,category
6,와인으로,-
7,상쾌한,bold
8,8만원쯤,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,달달하지만,sweet
4,목,-
5,넘김은,-
6,풀바디하며,bold
7,느낌으로,-
8,새콤한,acidic
9,육만원,-
10,와인,-
11,추천해줘,-
12,,-
1,달게,sweet
2,가볍지않으며,bold
3,느낌,-
4,있는,-
5,셨으면,acidic
6,덜씁쓸한,tannic
7,와인,-
8,있을까,-
1,달달하며,sweet
2,끈적하며,bold
3,느낌,-
4,있는,-
5,탄닌이보통인,tannic
6,십만원,-
7,이하,-
8,와인,-
9,있을까,-
1,당도가있는,sweet
2,쌉쌀한,tannic
3,느낌,-
4,있는,-
5,시지않으며,acidic
6,300000원대,-
7,와인,-
8,있을까,-
1,안떫은거로,tannic
2,풀로,bold
3,느낌,-
4,있는,-
5,시지않은거로,acidic
6,20만원보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,새콤한,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,안달고,sweet
6,바디감은,-
7,바디감높은,bold
8,추천해줘,-
9,가격은,-
10,20만이하,-
11,,-
1,산미있는,acidic
2,쌉싸래하고,tannic
3,느낌의,-
4,당도는,-
5,스위트했으면,sweet
6,바디감은,-
7,안무거운거로,bold
8,추천해줘,-
9,가격은,-
10,200000원,-
11,넘어도,-
12,,-
1,좋은,-
2,와인,-
3,추천해줘,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,단거,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,가벼운걸로,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,산미없는,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,40000원보다,-
5,저렴한,-
6,와인,-
7,좀,-
8,추천해줘,-
1,매끄러운,tannic
2,와인,-
3,추천해줘,-
1,달짝지근한거,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,무거운,bold
5,와인,-
6,있어,-
1,안시며,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,3만원보다,-
4,낮은,-
5,레드와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,스위트로단맛안나는,sweet
5,진하며,bold
6,와인,-
7,있어,-
8,,-
1,산도가낮은,acidic
2,20000보다,-
3,저렴한,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,산미있는,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,스위트하고,sweet
6,,-
1,달짝지근하며,sweet
2,40만원보다,-
3,저렴한,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,상쾌,bold
2,느낌을,-
3,주는,-
4,신거,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,상쾌하며,bold
4,느낌의,-
5,이만원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
9,,-
1,타닌감이낮은,tannic
2,적당히달달한,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,탄닌감이낮은,tannic
2,오만정도,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안씁쓸한,tannic
2,해비로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫은,tannic
2,산미가거의없는,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안달고,sweet
2,맛에,-
3,풀인걸로,bold
4,느낌으로,-
5,새콤,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달짝지근하고,sweet
4,바디감높은,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,6만원,-
9,넘어도,-
10,,-
1,단맛이잘안느껴지는,sweet
2,와인,-
3,중에,-
4,산미가약한,acidic
5,300000원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
9,,-
1,안시며,acidic
2,와인,-
3,중에서,-
4,90000원대,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,끈적한걸로,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,라이트한거,bold
4,느낌을,-
5,주는,-
6,스위트한,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달콤한거로,sweet
4,와인,-
5,중에,-
6,안셨으면,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,사십만원,-
2,어치,-
3,덜단,sweet
4,맛,-
5,좀,-
6,내는,-
7,화이트와인,category
8,와인,-
1,시큼한거로,acidic
2,와인으로,-
3,해비하게,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,가볍,bold
4,느낌있는,-
5,200000보다,-
6,저렴한,-
7,와인,-
8,레드와인,category
9,로,-
10,추천해줘,-
11,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,안시었으면,acidic
7,맛나는,-
8,90000원,-
9,넘어도,-
10,와인,-
1,스위트하고,sweet
2,맛에,-
3,상쾌하며,bold
4,느낌으로,-
5,덜쓴,tannic
6,추천해줘,-
7,,-
1,단걸로,sweet
2,맛에,-
3,떫지않으며,tannic
4,느낌으로,-
5,안시며,acidic
6,추천해줘,-
7,,-
1,단맛않나는,sweet
2,맛에,-
3,100000원보다,-
4,비싼,-
5,느낌으로,-
6,거칠지않은,tannic
7,추천해줘,-
8,,-
1,타닌감이낮은,tannic
2,맛에,-
3,라이트하고,bold
4,느낌으로,-
5,상큼했으면,acidic
6,추천해줘,-
7,,-
1,무거웠으면,bold
2,맛에,-
3,매끄럽게넘어가는,tannic
4,느낌으로,-
5,이만대의,-
6,추천해줘,-
7,,-
1,조금시큼한거로,acidic
2,맛에,-
3,탄닌이없는,tannic
4,느낌으로,-
5,3만원,-
6,어치,-
7,추천해줘,-
8,,-
1,달콤하고,sweet
2,라이트하게,bold
3,느낌,-
4,있는,-
5,산미가강한,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,달콤한거로,sweet
2,마실,-
3,때,-
4,단단한,bold
5,느낌,-
6,주는,-
7,십만원,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달달하고,sweet
2,레드와인,category
3,와인인데,-
4,신맛이나는,acidic
5,6만정도의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,시큼,acidic
5,레드와인,category
6,와인으로,-
7,찐한,bold
8,삼십만이하,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트하게,sweet
4,목,-
5,넘김은,-
6,무겁지않으며,bold
7,느낌으로,-
8,산미있는,acidic
9,만원대,-
10,와인,-
11,추천해줘,-
12,,-
1,달지않고,sweet
2,무겁지않은거,bold
3,느낌,-
4,있는,-
5,시지않았으면,acidic
6,안쓴거,tannic
7,와인,-
8,있을까,-
1,스위트하고,sweet
2,파워풀한,bold
3,느낌,-
4,있는,-
5,타닌감이적당한,tannic
6,오십만이하,-
7,와인,-
8,있을까,-
1,스위트한거,sweet
2,떫지않은,tannic
3,느낌,-
4,있는,-
5,산미있는,acidic
6,오십만원이하,-
7,와인,-
8,있을까,-
1,타닌이보통인,tannic
2,라이트로,bold
3,느낌,-
4,있는,-
5,시지않으며,acidic
6,60000보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,안시고,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,덜단거로,sweet
6,바디감은,-
7,라이트했으면,bold
8,추천해줘,-
9,가격은,-
10,60만원보다,-
11,낮은,-
12,,-
1,안시게,acidic
2,쌉쓰름하고,tannic
3,느낌의,-
4,당도는,-
5,드라이한걸로,sweet
6,바디감은,-
7,단단한,bold
8,추천해줘,-
9,가격은,-
10,60000원대의,-
11,,-
1,와인,-
2,추천해줘,-
1,레드와인,category
2,와인,-
3,추천해줘,-
1,단거,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,진하게,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,새콤하며,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,8만원쯤,-
5,와인,-
6,좀,-
7,추천해줘,-
1,스파이시한,tannic
2,와인,-
3,추천해줘,-
1,단거,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,라이트한거로,bold
5,와인,-
6,있어,-
1,새콤한,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,4만이하,-
4,화이트와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,스위트한거로,sweet
5,무겁지않고,bold
6,와인,-
7,있어,-
8,,-
1,세콤했으면,acidic
2,3만원보다,-
3,낮은,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,산미낮은,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,안달달하고,sweet
6,,-
1,안달달했으면,sweet
2,7만원,-
3,어치,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,가벼운거,bold
2,느낌을,-
3,주는,-
4,산도없는,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,해비한거,bold
4,느낌의,-
5,이만원쯤의,-
6,와인,-
7,추천해줘,-
8,,-
1,탄닌이없는,tannic
2,많이달지않은,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌감이높은,tannic
2,60000대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,스무스한,tannic
2,상쾌한걸로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이보통인,tannic
2,상큼하며,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,스위트하며,sweet
2,맛에,-
3,끈적한거,bold
4,느낌으로,-
5,산미가낮은,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달달했으면,sweet
4,상쾌하며,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,100000원보다,-
9,저렴한,-
10,,-
1,안단거,sweet
2,와인,-
3,중에,-
4,새콤한거,acidic
5,60만원보다,-
6,낮은,-
7,와인,-
8,추천해줘,-
9,,-
1,신맛이있는,acidic
2,와인,-
3,중에서,-
4,이십만원보다,-
5,비싼,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,풀인거로,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,무거우며,bold
4,느낌을,-
5,주는,-
6,달달하지않으면,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,드라이한,sweet
4,와인,-
5,중에,-
6,적당한산도의,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,8만원이하,-
2,스위트한걸로,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,약간산미있는,acidic
2,와인으로,-
3,해비하게,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,청량한걸로,bold
4,느낌있는,-
5,2만원,-
6,와인,-
7,화이트와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,신맛,acidic
7,맛나는,-
8,150000원,-
9,이하,-
10,와인,-
1,달달했으면,sweet
2,맛에,-
3,라이트하게,bold
4,느낌으로,-
5,적당히타닌,tannic
6,추천해줘,-
7,,-
1,달짝지근하게,sweet
2,맛에,-
3,떨떠름한,tannic
4,느낌으로,-
5,안시게,acidic
6,추천해줘,-
7,,-
1,달달하게,sweet
2,맛에,-
3,70000정도,-
4,느낌으로,-
5,쓴,tannic
6,추천해줘,-
7,,-
1,거칠지않은,tannic
2,맛에,-
3,라이트한,bold
4,느낌으로,-
5,상큼한거로,acidic
6,추천해줘,-
7,,-
1,가볍게,bold
2,맛에,-
3,깔끔한느낌,tannic
4,느낌으로,-
5,육만원,-
6,추천해줘,-
7,,-
1,조금시큼한거,acidic
2,맛에,-
3,탄닌감이높은,tannic
4,느낌으로,-
5,40만원이하,-
6,추천해줘,-
7,,-
1,스위트한,sweet
2,진하며,bold
3,느낌,-
4,있는,-
5,아주산미,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,단,sweet
2,마실,-
3,때,-
4,풀바디한거,bold
5,느낌,-
6,주는,-
7,30만원이하,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달고,sweet
2,화이트와인,category
3,와인인데,-
4,시지않은거로,acidic
5,2만원,-
6,이하,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,신맛이보통인,acidic
5,화이트와인,category
6,와인으로,-
7,가볍게,bold
8,십오만원,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,단맛이잘안느껴지는,sweet
4,목,-
5,넘김은,-
6,청량하게,bold
7,느낌으로,-
8,산미가낮은,acidic
9,40000원쯤의,-
10,와인,-
11,추천해줘,-
12,,-
1,달콤하고,sweet
2,무겁지않고,bold
3,느낌,-
4,있는,-
5,조금신,acidic
6,탄닌이많은,tannic
7,와인,-
8,있을까,-
1,안달달한걸로,sweet
2,해비하고,bold
3,느낌,-
4,있는,-
5,타닌감이적당한,tannic
6,이만원,-
7,와인,-
8,있을까,-
1,당도낮은,sweet
2,씁쓸하고,tannic
3,느낌,-
4,있는,-
5,조금신,acidic
6,삼십만정도의,-
7,와인,-
8,있을까,-
1,안쓰고,tannic
2,해비하며,bold
3,느낌,-
4,있는,-
5,상큼한,acidic
6,만원,-
7,와인,-
8,있을까,-
1,상큼한걸로,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,스위트로,sweet
6,바디감은,-
7,청량했으면,bold
8,추천해줘,-
9,가격은,-
10,구만원,-
11,넘어도,-
12,,-
1,산도가적당함,acidic
2,덜씁쓸한,tannic
3,느낌의,-
4,당도는,-
5,달콤했으면,sweet
6,바디감은,-
7,가벼운,bold
8,추천해줘,-
9,가격은,-
10,팔만원쯤,-
11,,-
1,포도주,-
2,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,달달한,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,묵직한,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,산미가있는,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,50만원,-
5,어치,-
6,와인,-
7,좀,-
8,추천해줘,-
1,많이떫은,tannic
2,와인,-
3,추천해줘,-
1,덜달게,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,레드와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,풀바디,bold
5,와인,-
6,있어,-
1,상큼한거,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,4만원보다,-
4,낮은,-
5,레드와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,당도가있는,sweet
5,청량한거로,bold
6,와인,-
7,있어,-
8,,-
1,안시고,acidic
2,40000원,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,시지않았으면,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,스위트한,sweet
6,,-
1,달지않으며,sweet
2,60만원쯤,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,가볍지않은거로,bold
2,느낌을,-
3,주는,-
4,산도가적당함,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,끈적한거,bold
4,느낌의,-
5,1만원,-
6,이하,-
7,와인,-
8,추천해줘,-
9,,-
1,깔끔한느낌,tannic
2,스위트한걸로,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안부드러운,tannic
2,30000원보다,-
3,비싼,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,안쓴,tannic
